DMC0024,in-use,2013-12-05 10:00:06.790
DMC0022,in-use,2013-12-05 10:00:48.990
DMC0014,restarted,2013-12-05 10:01:00.167
CRR018,in-use,2013-12-05 10:01:23.273
DMC0014,in-use,2013-12-05 10:01:48.290
RIS14,in-use,2013-12-05 10:02:16.277
RIS003,offline,2013-12-05 10:02:59.470
RIS08,in-use,2013-12-05 10:03:29.313
RIS003,restarted,2013-12-05 10:03:35.363
TL4001,in-use,2013-12-05 10:04:27.103
RIS20,in-use,2013-12-05 10:05:39.513
CRR013,in-use,2013-12-05 10:06:39.827
CRR001,in-use,2013-12-05 10:06:44.900
RIS003,offline,2013-12-05 10:06:53.530
RIS005,in-use,2013-12-05 10:07:23.983
DMC0016,in-use,2013-12-05 10:07:57.700
CRR001,available,2013-12-05 10:08:14.323
RIS003,restarted,2013-12-05 10:10:35.880
RIS003,in-use,2013-12-05 10:11:03.303
INC008,available,2013-12-05 10:11:34.930
INC008,offline,2013-12-05 10:11:37.363
DMC0019,in-use,2013-12-05 10:11:53.000
RIS005,available,2013-12-05 10:13:17.497
TC5001,in-use,2013-12-05 10:13:54.630
RIS005,in-use,2013-12-05 10:14:03.877
CRR001,in-use,2013-12-05 10:14:13.587
DMC0015,in-use,2013-12-05 10:14:28.633
TL4001,available,2013-12-05 10:15:30.917
DMC0004,available,2013-12-05 10:16:19.660
CRR017,in-use,2013-12-05 10:17:23.317
INC010,available,2013-12-05 10:18:31.353
DMC0023,in-use,2013-12-05 10:18:40.260
RIS11,available,2013-12-05 10:20:42.050
DMC0013,in-use,2013-12-05 10:20:48.917
CRR015,in-use,2013-12-05 10:20:58.010
TC20001,in-use,2013-12-05 10:21:08.940
CITI023,in-use,2013-12-05 10:21:40.633
CITI020,available,2013-12-05 10:21:47.770
INC012,available,2013-12-05 10:22:17.220
INC010,in-use,2013-12-05 10:23:35.177
RIS08,available,2013-12-05 10:23:56.370
TL802,in-use,2013-12-05 10:24:44.887
DMC0002,in-use,2013-12-05 10:26:59.287
INC009,available,2013-12-05 10:27:54.000
RIS25,in-use,2013-12-05 10:28:21.400
INC009,in-use,2013-12-05 10:28:40.117
DMC0008,available,2013-12-05 10:29:28.043
