CRR016,available,2016-10-30 18:02:14.140
INC009,in-use,2016-10-30 18:02:19.860
CRR027,available,2016-10-30 18:03:17.270
CRR018,available,2016-10-30 18:03:44.010
CRR020,available,2016-10-30 18:04:12.653
CRR003,available,2016-10-30 18:08:10.750
RIS18,in-use,2016-10-30 18:08:17.723
CRR008,available,2016-10-30 18:08:36.203
DMC0015,available,2016-10-30 18:08:52.587
MLC0014,in-use,2016-10-30 18:10:16.927
INC015,available,2016-10-30 18:10:34.653
INC015,offline,2016-10-30 18:10:38.500
INC015,restarted,2016-10-30 18:11:13.683
TC203,in-use,2016-10-30 18:13:11.593
MLC0014,available,2016-10-30 18:13:36.040
CRR004,in-use,2016-10-30 18:16:21.430
CRR009,in-use,2016-10-30 18:18:39.390
JLPL0003,available,2016-10-30 18:18:50.563
CRR018,in-use,2016-10-30 18:19:13.173
JLPL0003,offline,2016-10-30 18:19:16.260
INC001,available,2016-10-30 18:20:21.560
MLC0012,in-use,2016-10-30 18:20:54.087
CRR023,in-use,2016-10-30 18:21:26.643
RIS003,in-use,2016-10-30 18:22:26.067
JLPL0003,restarted,2016-10-30 18:23:07.853
DMC0006,in-use,2016-10-30 18:23:53.937
CRR002,in-use,2016-10-30 18:24:33.940
MLC0005,in-use,2016-10-30 18:24:58.877
JLPL0003,offline,2016-10-30 18:25:45.980
JLPL0039,available,2016-10-30 18:26:41.620
DMC0006,available,2016-10-30 18:26:48.840
DMC0024,in-use,2016-10-30 18:27:05.793
INC001,in-use,2016-10-30 18:27:14.183
MLC0012,available,2016-10-30 18:28:47.450
CRR016,in-use,2016-10-30 18:28:50.533
RIS006,in-use,2016-10-30 18:29:01.330
RIS24,available,2016-10-30 18:29:01.623
CRR012,available,2016-10-30 18:29:06.293
RIS14,available,2016-10-30 18:29:19.883
RIS12,in-use,2016-10-30 18:29:42.503
INC004,available,2016-10-30 18:30:20.040
CRR007,in-use,2016-10-30 18:30:25.550
CITI021,available,2016-10-30 18:31:02.147
RIS12,available,2016-10-30 18:32:33.407
CITI019,in-use,2016-10-30 18:33:16.900
CITI018,in-use,2016-10-30 18:33:27.313
INC004,in-use,2016-10-30 18:34:06.287
MLC0003,in-use,2016-10-30 18:34:40.477
JLPL0029,restarted,2016-10-30 18:34:41.750
CRR002,available,2016-10-30 18:34:47.627
JLPL0029,in-use,2016-10-30 18:35:05.673
CRR030,in-use,2016-10-30 18:35:22.070
DMC025,in-use,2016-10-30 18:37:50.327
CRR030,available,2016-10-30 18:38:08.853
CRR029,available,2016-10-30 18:38:31.567
DMC0023,available,2016-10-30 18:39:12.737
CRR017,available,2016-10-30 18:39:22.740
DMC0017,available,2016-10-30 18:39:57.420
INC001,available,2016-10-30 18:40:09.340
INC007,available,2016-10-30 18:42:46.617
CRR013,available,2016-10-30 18:44:52.440
TL2002,in-use,2016-10-30 18:45:16.880
CRR010,available,2016-10-30 18:46:15.743
CRR010,offline,2016-10-30 18:46:18.243
MLC0010,available,2016-10-30 18:46:40.267
CRR010,restarted,2016-10-30 18:47:06.203
DMC0013,in-use,2016-10-30 18:48:11.607
RIS010,available,2016-10-30 18:51:27.583
MLC0003,available,2016-10-30 18:52:20.877
TC203,available,2016-10-30 18:54:20.000
TC4001,in-use,2016-10-30 18:55:17.033
TC203,in-use,2016-10-30 18:55:30.380
DMC0015,in-use,2016-10-30 18:55:49.183
MLC0016,available,2016-10-30 18:56:02.567
INC001,in-use,2016-10-30 18:58:13.240
JLPL0033,restarted,2016-10-30 18:58:59.950
JLPL0033,offline,2016-10-30 18:59:13.933
DMC0015,available,2016-10-30 19:00:09.840
RIS016,available,2016-10-30 19:00:26.097
CRR005,available,2016-10-30 19:00:40.617
RIS17,available,2016-10-30 19:00:41.893
CRR024,available,2016-10-30 19:01:15.237
JLPL0039,in-use,2016-10-30 19:01:29.920
TC601,available,2016-10-30 19:01:46.970
TC601,in-use,2016-10-30 19:02:13.320
TC601,available,2016-10-30 19:02:19.153
MLC0001,in-use,2016-10-30 19:02:38.787
INC011,in-use,2016-10-30 19:02:39.990
TC601,in-use,2016-10-30 19:02:40.283
TC601,available,2016-10-30 19:02:45.730
TC601,in-use,2016-10-30 19:03:11.453
TC601,available,2016-10-30 19:03:17.950
JLPL0033,restarted,2016-10-30 19:03:49.647
JLPL0006,restarted,2016-10-30 19:03:56.200
MLC0016,in-use,2016-10-30 19:04:04.830
JLPL0033,in-use,2016-10-30 19:04:22.840
MLC0001,available,2016-10-30 19:04:55.973
RIS17,in-use,2016-10-30 19:05:18.603
DMC0020,available,2016-10-30 19:05:55.427
CRR025,available,2016-10-30 19:06:19.973
JLPL0006,in-use,2016-10-30 19:06:58.953
MLC0001,in-use,2016-10-30 19:07:18.150
TC30001,available,2016-10-30 19:07:46.570
CRR007,available,2016-10-30 19:08:25.277
RIS003,available,2016-10-30 19:09:34.027
MLC0001,available,2016-10-30 19:11:00.383
DMC026,available,2016-10-30 19:11:23.813
CRR020,in-use,2016-10-30 19:11:55.987
CRR018,available,2016-10-30 19:12:29.433
DMC0022,in-use,2016-10-30 19:14:06.437
INC007,in-use,2016-10-30 19:14:08.103
RIS20,available,2016-10-30 19:14:12.777
RIS19,available,2016-10-30 19:15:37.683
INC008,available,2016-10-30 19:15:38.337
MLC0001,in-use,2016-10-30 19:17:02.407
RIS005,in-use,2016-10-30 19:17:14.800
RIS003,in-use,2016-10-30 19:17:38.237
JLPL0006,available,2016-10-30 19:17:47.570
JLPL0006,in-use,2016-10-30 19:18:11.170
CRR025,in-use,2016-10-30 19:18:47.173
DMC0006,in-use,2016-10-30 19:19:42.063
CRR005,in-use,2016-10-30 19:19:54.270
RIS003,available,2016-10-30 19:20:59.117
CRR032,in-use,2016-10-30 19:22:15.990
CRR001,available,2016-10-30 19:22:33.087
CRR021,in-use,2016-10-30 19:23:59.857
DMC027,available,2016-10-30 19:24:49.430
INC001,available,2016-10-30 19:25:04.610
INC008,in-use,2016-10-30 19:26:15.680
MLC0001,available,2016-10-30 19:27:23.313
MLC0015,available,2016-10-30 19:28:04.227
CRR018,in-use,2016-10-30 19:28:08.253
CRR019,available,2016-10-30 19:28:59.043
DMC0031,available,2016-10-30 19:29:24.743
CRR001,in-use,2016-10-30 19:32:42.750
MLC0007,in-use,2016-10-30 19:32:45.393
TC30001,offline,2016-10-30 19:33:19.720
DMC0015,in-use,2016-10-30 19:35:09.317
CRR015,in-use,2016-10-30 19:35:21.380
JLPL0002,restarted,2016-10-30 19:37:27.783
JLPL0002,in-use,2016-10-30 19:39:25.650
DMC029,available,2016-10-30 19:44:00.857
CRR022,available,2016-10-30 19:44:12.653
CRR016,available,2016-10-30 19:44:43.180
DMC0006,available,2016-10-30 19:44:54.760
JLPL0036,restarted,2016-10-30 19:47:03.780
INC007,available,2016-10-30 19:47:12.100
JLPL0036,in-use,2016-10-30 19:47:34.420
JLPL0009,available,2016-10-30 19:47:43.177
JLPL0009,offline,2016-10-30 19:47:54.427
DMC0002,available,2016-10-30 19:48:14.103
INC014,available,2016-10-30 19:50:33.823
MLC0005,available,2016-10-30 19:51:35.920
CITI018,available,2016-10-30 19:52:16.723
CRR026,available,2016-10-30 19:53:28.287
RIS14,in-use,2016-10-30 19:53:54.180
CRR018,available,2016-10-30 19:54:32.730
CITI019,available,2016-10-30 19:54:35.173
JLPL0008,available,2016-10-30 19:55:12.560
JLPL0008,offline,2016-10-30 19:55:14.463
RIS14,available,2016-10-30 19:55:39.323
DMC0023,in-use,2016-10-30 19:55:46.543
CRR030,in-use,2016-10-30 19:57:08.950
INC007,in-use,2016-10-30 19:57:14.943
INC015,in-use,2016-10-30 19:57:46.263
JLPL0032,restarted,2016-10-30 19:58:30.373
CRR002,in-use,2016-10-30 19:58:56.863
RIS003,in-use,2016-10-30 20:00:03.060
CRR018,in-use,2016-10-30 20:01:41.520
JLPL0032,offline,2016-10-30 20:03:27.010
JLPL0032,restarted,2016-10-30 20:04:06.423
MLC0014,in-use,2016-10-30 20:06:36.730
MLC0012,in-use,2016-10-30 20:06:58.560
INC004,available,2016-10-30 20:08:09.810
MLC0011,available,2016-10-30 20:08:16.950
RIS003,available,2016-10-30 20:08:42.567
RIS003,offline,2016-10-30 20:08:44.467
RIS003,restarted,2016-10-30 20:09:15.673
CRR026,in-use,2016-10-30 20:09:23.413
JLPL0032,in-use,2016-10-30 20:09:26.370
CRR017,in-use,2016-10-30 20:09:31.300
INC012,available,2016-10-30 20:11:53.860
MLC0007,available,2016-10-30 20:12:15.480
CRR026,available,2016-10-30 20:12:27.110
CRR026,offline,2016-10-30 20:12:29.220
TL2002,available,2016-10-30 20:13:12.900
MLC0014,available,2016-10-30 20:13:53.990
INC013,available,2016-10-30 20:18:27.337
TC901,restarted,2016-10-30 20:20:17.387
MLC0009,in-use,2016-10-30 20:20:49.700
CRR031,available,2016-10-30 20:21:46.457
MLC0009,available,2016-10-30 20:21:54.597
DMC0013,available,2016-10-30 20:22:01.613
CRR012,in-use,2016-10-30 20:22:24.007
CRR027,in-use,2016-10-30 20:22:30.200
JLPL0009,restarted,2016-10-30 20:24:02.907
MLC0002,in-use,2016-10-30 20:24:38.800
DMC0014,available,2016-10-30 20:24:46.637
TC203,available,2016-10-30 20:24:51.327
JLPL0009,in-use,2016-10-30 20:24:52.303
CRR027,available,2016-10-30 20:25:07.197
CRR013,in-use,2016-10-30 20:26:42.127
DMC0009,in-use,2016-10-30 20:26:44.017
CRR011,in-use,2016-10-30 20:26:46.853
CRR014,available,2016-10-30 20:27:35.280
CRR023,available,2016-10-30 20:28:00.827
JLPL0045,restarted,2016-10-30 20:28:01.277
JLPL0045,in-use,2016-10-30 20:28:40.003
CRR026,restarted,2016-10-30 20:29:00.040
CRR026,in-use,2016-10-30 20:29:29.060
MLC0012,available,2016-10-30 20:29:40.793
CRR014,in-use,2016-10-30 20:31:36.803
CRR001,available,2016-10-30 20:33:23.827
DMC0009,available,2016-10-30 20:34:16.247
DMC0009,offline,2016-10-30 20:34:18.583
DMC0009,restarted,2016-10-30 20:34:50.493
DMC0021,in-use,2016-10-30 20:36:04.113
DMC0024,available,2016-10-30 20:36:45.443
RIS01,in-use,2016-10-30 20:36:53.313
INC013,in-use,2016-10-30 20:38:06.830
RIS005,available,2016-10-30 20:39:48.400
CRR018,available,2016-10-30 20:40:57.613
INC006,available,2016-10-30 20:42:05.597
DMC0024,in-use,2016-10-30 20:43:12.350
CRR023,in-use,2016-10-30 20:44:04.857
CRR001,in-use,2016-10-30 20:45:32.680
CRR021,available,2016-10-30 20:46:59.950
DMC025,available,2016-10-30 20:47:09.400
MLC0002,available,2016-10-30 20:48:09.487
INC015,available,2016-10-30 20:49:51.983
CRR006,available,2016-10-30 20:51:48.113
CRR006,offline,2016-10-30 20:51:50.310
CRR022,in-use,2016-10-30 20:51:51.833
CRR006,restarted,2016-10-30 20:52:40.293
RIS01,available,2016-10-30 20:56:41.540
JLPL0048,restarted,2016-10-30 20:57:56.030
DMC0015,available,2016-10-30 20:57:56.030
JLPL0048,in-use,2016-10-30 20:58:15.267
DMC0016,available,2016-10-30 21:00:43.287
TC203,in-use,2016-10-30 21:01:53.630
CRR007,in-use,2016-10-30 21:02:07.173
CITI023,in-use,2016-10-30 21:02:36.113
JLPL0008,restarted,2016-10-30 21:02:37.750
CRR027,in-use,2016-10-30 21:02:42.423
JLPL0008,in-use,2016-10-30 21:02:52.673
TC30005,restarted,2016-10-30 21:04:35.183
TC30005,in-use,2016-10-30 21:05:16.580
CRR006,in-use,2016-10-30 21:05:43.830
RIS09,available,2016-10-30 21:06:03.227
DMC0020,in-use,2016-10-30 21:07:17.343
DMC0020,available,2016-10-30 21:10:43.607
CRR010,in-use,2016-10-30 21:12:32.923
RIS006,available,2016-10-30 21:13:29.847
DMC0022,available,2016-10-30 21:13:43.997
TC20001,in-use,2016-10-30 21:14:24.503
RIS17,available,2016-10-30 21:15:16.447
DMC0003,available,2016-10-30 21:16:34.393
CRR018,in-use,2016-10-30 21:18:03.717
CRR031,in-use,2016-10-30 21:20:05.707
CRR024,in-use,2016-10-30 21:21:49.890
CRR018,available,2016-10-30 21:22:42.213
CRR018,in-use,2016-10-30 21:25:32.720
CRR004,available,2016-10-30 21:26:10.460
TL902,in-use,2016-10-30 21:26:31.943
CRR009,available,2016-10-30 21:27:59.817
CRR019,in-use,2016-10-30 21:28:02.320
JLPL0003,restarted,2016-10-30 21:28:26.680
JLPL0003,in-use,2016-10-30 21:29:28.690
INC009,available,2016-10-30 21:29:49.150
INC009,offline,2016-10-30 21:29:51.997
DMC0022,in-use,2016-10-30 21:31:36.727
DMC0015,in-use,2016-10-30 21:33:08.540
JLPL0014,available,2016-10-30 21:35:48.270
CRR009,in-use,2016-10-30 21:36:01.457
JLPL0004,restarted,2016-10-30 21:36:10.653
JLPL0004,in-use,2016-10-30 21:36:49.447
JLPL0002,available,2016-10-30 21:37:44.970
TC30004,in-use,2016-10-30 21:38:11.363
DMC0023,available,2016-10-30 21:39:25.137
JLPL0029,available,2016-10-30 21:39:54.157
JLPL0029,offline,2016-10-30 21:39:57.133
JLPL0029,restarted,2016-10-30 21:42:46.150
INC006,in-use,2016-10-30 21:42:48.973
CRR021,in-use,2016-10-30 21:42:49.103
JLPL0002,offline,2016-10-30 21:43:08.093
INC006,available,2016-10-30 21:44:34.620
JLPL0014,offline,2016-10-30 21:45:02.193
JLPL0007,restarted,2016-10-30 21:45:09.497
JLPL0029,offline,2016-10-30 21:45:09.567
JLPL0007,in-use,2016-10-30 21:45:46.290
INC012,in-use,2016-10-30 21:46:37.260
INC001,in-use,2016-10-30 21:46:39.167
CRR002,available,2016-10-30 21:46:39.387
MLC0016,available,2016-10-30 21:47:04.000
DMC0002,in-use,2016-10-30 21:47:38.740
JLPL0032,restarted,2016-10-30 21:48:50.437
TC5001,in-use,2016-10-30 21:51:41.363
MLC0009,in-use,2016-10-30 21:52:27.923
INC004,in-use,2016-10-30 21:55:40.210
JLPL0032,offline,2016-10-30 21:56:02.310
TC5001,available,2016-10-30 21:56:39.120
CRR002,in-use,2016-10-30 21:58:46.400
MLC0009,available,2016-10-30 21:58:51.180
TC30005,available,2016-10-30 22:00:05.793
CRR014,available,2016-10-30 22:00:55.560
TC5001,in-use,2016-10-30 22:02:37.430
INC014,in-use,2016-10-30 22:03:09.267
DMC0012,in-use,2016-10-30 22:04:25.393
CRR001,available,2016-10-30 22:06:12.610
CRR030,available,2016-10-30 22:08:00.793
CRR028,available,2016-10-30 22:08:19.387
CRR028,offline,2016-10-30 22:08:21.257
TL6001,in-use,2016-10-30 22:08:21.453
CRR001,in-use,2016-10-30 22:08:24.657
CRR001,available,2016-10-30 22:08:28.440
CRR028,restarted,2016-10-30 22:09:05.050
DMC0005,in-use,2016-10-30 22:10:56.580
CRR017,available,2016-10-30 22:14:01.050
CRR010,available,2016-10-30 22:15:41.807
CRR029,in-use,2016-10-30 22:17:01.103
TC203,available,2016-10-30 22:21:21.563
TC30005,in-use,2016-10-30 22:28:13.113
CRR032,available,2016-10-30 22:29:34.137
INC011,available,2016-10-30 22:33:10.577
CRR025,available,2016-10-30 22:33:34.547
TC203,in-use,2016-10-30 22:33:52.400
TC30005,available,2016-10-30 22:37:40.490
CRR024,available,2016-10-30 22:38:53.013
JLPL0029,restarted,2016-10-30 22:39:06.460
TC30005,in-use,2016-10-30 22:39:26.160
JLPL0045,available,2016-10-30 22:39:45.530
JLPL0029,in-use,2016-10-30 22:39:48.330
CRR001,in-use,2016-10-30 22:39:55.307
INC010,available,2016-10-30 22:40:12.663
JLPL0045,offline,2016-10-30 22:40:21.477
INC015,in-use,2016-10-30 22:40:37.920
CRR018,available,2016-10-30 22:41:33.683
TC30005,available,2016-10-30 22:41:52.673
INC011,in-use,2016-10-30 22:41:58.253
CRR001,available,2016-10-30 22:42:56.277
JLPL0045,restarted,2016-10-30 22:43:47.160
TC30004,available,2016-10-30 22:45:21.103
TC30004,offline,2016-10-30 22:45:23.040
CRR027,available,2016-10-30 22:45:31.723
TL6002,in-use,2016-10-30 22:46:53.507
CRR026,available,2016-10-30 22:48:58.937
JLPL0008,restarted,2016-10-30 22:50:00.247
JLPL0045,offline,2016-10-30 22:50:07.180
JLPL0008,in-use,2016-10-30 22:50:46.833
INC015,available,2016-10-30 22:52:45.197
INC015,offline,2016-10-30 22:52:47.143
INC011,available,2016-10-30 22:53:15.057
INC015,restarted,2016-10-30 22:53:21.877
INC015,in-use,2016-10-30 22:53:43.910
TC5001,available,2016-10-30 22:54:59.260
CRR003,in-use,2016-10-30 22:56:47.177
TL6002,available,2016-10-30 22:57:27.860
CRR003,available,2016-10-30 22:58:40.210
RIS07,in-use,2016-10-30 23:00:55.443
CRR022,available,2016-10-30 23:00:58.433
CRR007,available,2016-10-30 23:01:22.883
CRR002,available,2016-10-30 23:01:37.827
TL2001,in-use,2016-10-30 23:02:50.847
CRR012,available,2016-10-30 23:03:07.990
RIS07,available,2016-10-30 23:03:33.403
JLPL0033,available,2016-10-30 23:05:30.433
TL2001,available,2016-10-30 23:06:38.700
INC011,in-use,2016-10-30 23:08:01.887
INC009,restarted,2016-10-30 23:09:44.313
INC009,in-use,2016-10-30 23:10:10.283
DMC0002,available,2016-10-30 23:13:04.860
DMC0022,available,2016-10-30 23:13:09.783
DMC0024,available,2016-10-30 23:16:01.427
DMC0024,offline,2016-10-30 23:16:03.663
JLPL0002,restarted,2016-10-30 23:16:25.483
JLPL0002,in-use,2016-10-30 23:16:40.103
JLPL0045,restarted,2016-10-30 23:18:24.767
JLPL0045,in-use,2016-10-30 23:19:43.480
CRR009,available,2016-10-30 23:22:24.363
JLPL0048,available,2016-10-30 23:22:32.197
INC009,available,2016-10-30 23:22:42.810
JLPL0009,available,2016-10-30 23:26:18.163
JLPL0048,offline,2016-10-30 23:28:19.530
CRR006,available,2016-10-30 23:28:28.840
INC006,in-use,2016-10-30 23:30:04.633
JLPL0009,offline,2016-10-30 23:32:41.080
INC015,available,2016-10-30 23:33:01.580
INC015,offline,2016-10-30 23:33:03.640
INC010,in-use,2016-10-30 23:34:12.527
TL2002,in-use,2016-10-30 23:34:30.330
DMC0019,available,2016-10-30 23:35:27.403
INC011,available,2016-10-30 23:37:02.747
DMC028,available,2016-10-30 23:38:30.623
DMC028,offline,2016-10-30 23:38:32.593
TC30005,in-use,2016-10-30 23:39:43.920
CITI005,in-use,2016-10-30 23:40:13.990
CITI023,available,2016-10-30 23:40:29.963
DMC0012,available,2016-10-30 23:40:40.350
DMC0015,available,2016-10-30 23:40:54.227
TL2002,available,2016-10-30 23:41:30.957
CRR031,available,2016-10-30 23:41:50.990
INC009,in-use,2016-10-30 23:42:25.960
